"","celltype1","celltype2","AUC.x","AUC.y","AUC.x.x","AUC.y.y","AUC.x.x.x","AUC.y.y.y","average_AUC","number_points"
"102","ChP-4","RG-2",0.630822924663089,NA,NA,NA,0.847320558898099,0.424689134112651,0.634277539224613,3
"103","ChP-4","RG-3",0.851773019984823,NA,NA,NA,0.646888547239808,0.42569221911293,0.64145126211252,3
"104","ChP-4","RG-4",0.414429941387228,NA,NA,NA,0.528516799218817,0.426452353240774,0.456466364615606,3
"105","ChP-4","RG-5",0.43762567258532,NA,NA,NA,0.463269531568558,0.42569221911293,0.442195807755603,3
"106","ChP-4","RG-6",0.42569221911293,NA,NA,NA,0.416907404982858,0.419312299532821,0.420637307876203,3
"107","ChP-4","RG-7",0.577113399280816,NA,NA,NA,0.830246864722851,0.426452353240774,0.611270872414814,3
"108","ChP-4","RG-8",0.744089412056103,NA,NA,NA,0.847122518470667,0.636977769381368,0.74272989996938,3
"109","ChP-4","RG-9",0.408618548709516,NA,NA,NA,NA,0.42569221911293,0.417155383911223,2
"110","ChP-4","ULExN",0.409378682837359,NA,NA,NA,NA,0.42569221911293,0.417535450975145,2
"111","DLExN","DLX5InH",0.534966357538407,0.386273953346068,0.647670134676414,0.851773019984823,NA,0.649695730191035,0.614075839147349,5
"112","DLExN","GB",0.42569221911293,0.420617090324642,0.425449268240495,0.424460000474775,NA,0.42569221911293,0.424382159453154,5
"113","DLExN","IPC-1",0.527094643636517,0.505495005735863,0.536759704169018,0.589254695892091,NA,0.429960636713784,0.517712937229455,5
"114","DLExN","IPC-2",0.534032332621202,0.381047351015773,0.852533158343875,0.843748378016775,NA,0.851773019984823,0.692626847996489,5
"115","DLExN","IPC-3",0.399826672709306,0.505495005735863,0.42218393563992,0.423987915964462,NA,0.427212487368618,0.435741203483634,5
"116","DLExN","IPC-4",0.503781082270087,NA,NA,NA,NA,0.422944069767764,0.463362576018925,2
"117","DLExN","MC-1",0.756227216343542,0.433116345677348,NA,0.421155408902592,NA,NA,0.536832990307827,3
"118","DLExN","MC-2",0.420281583501651,0.432552243720646,NA,0.419123120588722,NA,NA,0.42398564927034,3
"119","DLExN","MC-3",0.420663667384232,0.336406930358732,NA,0.422479644987138,NA,NA,0.393183414243367,3
"120","DLExN","MC-4",0.423325846007411,0.432759493340557,NA,NA,NA,NA,0.428042669673984,2
"121","DLExN","MC-5",0.826570880635802,0.394127922910195,NA,NA,NA,NA,0.610349401772999,2
"122","DLExN","N-1",0.439257606043334,0.381807489374825,0.849884668180895,0.851773019984823,NA,0.853293296702927,0.675203216057361,5
"123","DLExN","N-2",0.424932084985085,0.37251024129925,0.852729189980489,0.852533158343875,NA,0.849516593095071,0.670444253540754,5
"124","DLExN","RG-1",0.42569221911293,0.431972726134132,0.42550818422015,0.425220134602618,NA,0.483168558167029,0.438312364447372,5
"125","DLExN","RG-10",0.420577696662245,0.42400684611617,0.852533158343875,0.541220456390611,NA,0.429960636713784,0.533659758845337,5
"126","DLExN","RG-11",0.42569221911293,0.430687103993716,NA,0.645812235397794,NA,NA,0.50073051950148,3
"127","DLExN","RG-2",0.418473462490895,0.430405880818853,0.42218393563992,0.588960753754667,NA,0.750979111610314,0.52220062886293,5
"128","DLExN","RG-3",0.757355429788417,0.442438294128677,NA,0.700479496678162,NA,0.477122635151884,0.594348963936785,4
"129","DLExN","RG-4",0.418678762875428,0.454482252421596,0.844756449615303,0.852533158343875,NA,0.483168558167029,0.610723836284646,5
"130","DLExN","RG-5",0.647904788158648,0.460029544675003,0.527398185708056,0.851773019984823,NA,0.437737337787646,0.584968575262835,5
"131","DLExN","RG-6",0.423928999984807,0.334693737179088,0.421709626965034,0.423619846178903,NA,0.42883243280038,0.406556928621642,5
"132","DLExN","RG-7",0.539000322871624,0.425364599953429,0.537878267358403,0.64663244468002,NA,0.848264734800063,0.599428073932708,5
"133","DLExN","RG-8",0.526620156280019,0.461314784474836,0.424446183240216,0.422797876184659,NA,0.429960636713784,0.453027927378703,5
"134","DLExN","RG-9",0.534393372684755,0.461741604415093,0.424318144440347,0.42025341874032,NA,0.42218393563992,0.452578095184087,5
"135","DLExN","ULExN",0.809962583279783,0.671209547439718,0.849124529821842,0.851588982441911,NA,0.846107964573038,0.805598721511258,5
"136","DLX5InH","GB",0.422947488119215,0.536542351527459,0.424932084985085,0.424171950857242,0.42569221911293,0.423558010312503,0.442974017485739,6
"137","DLX5InH","IPC-1",0.666404309352924,0.651917109142673,0.649268618979692,0.429960636713784,0.432244457448766,0.421423801512076,0.541869822191652,6
"138","DLX5InH","IPC-2",0.784387547457887,0.852533158343875,0.828459232439731,0.842498766612952,0.845814022435615,0.851773019984823,0.83424429121248,6
"139","DLX5InH","IPC-3",0.638927800968325,0.470797975132289,0.478851074055315,0.413178670492107,0.426452353240774,0.421193977366946,0.474900308542626,6
"140","DLX5InH","IPC-4",0.495261170143298,NA,NA,NA,NA,0.424889099624093,0.460075134883695,2
"141","DLX5InH","MC-1",0.431212512359987,0.424171950857242,NA,0.424932084985085,NA,NA,0.426772182734105,3
"142","DLX5InH","MC-2",0.534475796768024,0.424689134112651,NA,0.419454155567248,0.426452353240774,NA,0.451267859922174,4
"143","DLX5InH","MC-3",0.422925914984529,0.42569221911293,NA,0.425312152049008,NA,NA,0.424643428715489,3
"144","DLX5InH","MC-4",0.480753166114863,0.429960636713784,NA,NA,NA,NA,0.455356901414323,2
"145","DLX5InH","MC-5",0.413754240822897,0.395592176591233,NA,NA,NA,NA,0.404673208707065,2
"146","DLX5InH","N-1",0.827784015454756,0.852533158343875,0.848646550141507,0.852533158343875,0.852153089164349,0.846276726333407,0.846654449630295,6
"147","DLX5InH","N-2",0.786596938150897,0.823104205103052,0.837749219869313,0.852153089164349,0.841828845296133,0.852165083258051,0.832266230140299,6
"148","DLX5InH","RG-1",0.429960636713784,0.42569221911293,0.67125837280961,0.426452353240774,0.426452353240774,0.850926965218664,0.538457150056089,6
"149","DLX5InH","RG-10",0.473141036563916,0.481075558436758,0.846280218657244,0.845012552175091,0.538044464999911,0.423942126712112,0.601249326257505,6
"150","DLX5InH","RG-11",0.424932084985085,0.478982033448689,NA,0.526216099793655,0.426072286176852,NA,0.46405062610107,4
"151","DLX5InH","RG-2",0.532563345642082,0.539504358670889,0.836132766674673,0.844759941939139,0.429960636713784,0.848520837359851,0.671906981166736,6
"152","DLX5InH","RG-3",0.649000871079901,0.42901646769316,NA,0.447183571315746,0.426834129480421,0.642238045725653,0.518854617058976,5
"153","DLX5InH","RG-4",0.53960052300978,0.844019043331057,0.803620048984656,0.848264734800063,0.620352340610063,0.853293296702927,0.751524997906424,6
"154","DLX5InH","RG-5",0.44956873807523,0.752411248765738,0.726211405606213,0.442765889516344,0.376154279265841,0.43849747191549,0.530934838857476,6
"155","DLX5InH","RG-6",0.429960636713784,0.425312152049008,0.637460968344032,0.42569221911293,0.42569221911293,0.425948296712669,0.461677748674225,6
"156","DLX5InH","RG-7",0.730215065199506,0.537130178660358,0.837610381455362,0.843236172897199,0.823113627493574,0.844779181690109,0.769347434566018,6
"157","DLX5InH","RG-8",0.426716529511888,0.751464995384221,0.536156126958665,0.419312299532821,0.427312164544692,0.42883243280038,0.498299091455444,6
"158","DLX5InH","RG-9",0.408626647380891,0.633851299538052,0.479520939804829,0.427212487368618,NA,0.429960636713784,0.475834402161234,5
"159","DLX5InH","ULExN",0.521064597356085,0.471884678594475,0.64691000054857,0.844779181690109,NA,0.655929430126696,0.628113577663187,5
"160","GB","IPC-1",0.39262876912124,0.462475356142619,0.658439626417972,0.844019043331057,0.812179382181972,0.835122338235421,0.66747741923838,6
"161","GB","IPC-2",0.698029316718317,0.834286133813514,0.648555967444165,0.42569221911293,0.590198871794055,0.42569221911293,0.603742454665985,6
"162","GB","IPC-3",0.42920050258594,0.407806157618965,0.653923269634685,0.844019043331057,0.760003919951397,0.852533158343875,0.657914341910987,6
"163","GB","IPC-4",0.333252917478215,NA,NA,NA,NA,0.427976039847912,0.380614478663064,2
"164","GB","MC-1",0.589867863182432,0.423686049112373,NA,0.395972243655154,NA,NA,0.46984205198332,3
"165","GB","MC-2",0.423707622247058,0.424748050092306,NA,0.424932084985085,0.42569221911293,NA,0.424769994109345,4
"166","GB","MC-3",0.422797876184659,0.422565711879568,NA,0.422206642461092,NA,NA,0.422523410175106,3
"167","GB","MC-4",0.424128965496249,0.421423801512076,NA,NA,NA,NA,0.422776383504162,2
"168","GB","MC-5",0.482788488987503,0.42569221911293,NA,NA,NA,NA,0.454240354050216,2
"169","GB","N-1",0.424932084985085,0.424128965496249,0.42569221911293,0.42569221911293,0.424932084985085,0.428732755624305,0.425685054886097,6
"170","GB","N-2",0.420663667384232,0.52262679781688,0.539886174012333,0.424932084985085,0.648350499196658,0.538332514617443,0.515798623002105,6
"171","GB","RG-1",0.852533158343875,0.846002784732502,0.77836319891714,0.852533158343875,0.853293296702927,0.842301982298119,0.837504596556406,6
"172","GB","RG-10",0.474085212465881,0.83621960252768,0.42569221911293,0.585876474351444,0.42569221911293,0.649182758139891,0.566124747618459,6
"173","GB","RG-11",0.844779181690109,0.83963948925062,NA,0.43091063362747,0.852533158343875,NA,0.741965615728019,4
"174","GB","RG-2",0.781851358963161,0.833175031509836,0.816870505167391,0.843275436867146,0.849024873159115,0.853489328339542,0.829614422334365,6
"175","GB","RG-3",0.851773019984823,0.84399631125625,NA,0.851773019984823,0.844019043331057,0.843432204533813,0.846998719818153,5
"176","GB","RG-4",0.429960636713784,0.848264734800063,0.482028350628451,0.426452353240774,0.41201091775326,0.697729942896209,0.54940782267209,6
"177","GB","RG-5",0.585106005531099,0.692624996185475,0.778226070335439,0.839957025387347,0.682418011855308,0.828276596756204,0.734434784341812,6
"178","GB","RG-6",0.847760699000799,0.839472411121129,0.826031594718857,0.853293296702927,0.851773019984823,0.835357062822288,0.842281347391804,6
"179","GB","RG-7",0.845268654734879,0.815327496374481,0.843615920307119,0.836983233210568,0.783216215438207,0.428354397736109,0.75879431963356,6
"180","GB","RG-8",0.838507002252509,0.847800495375349,0.847812278834055,0.843258904972005,0.844019043331057,0.842091947776986,0.84391494542366,6
"181","GB","RG-9",0.430006050356126,0.816673945843172,0.424932084985085,0.853293296702927,NA,0.541006483363636,0.613182372250189,5
"182","GB","ULExN",0.424748050092306,0.421805577751723,0.422797876184659,0.425449268240495,NA,0.427212487368618,0.42440265192756,5
"183","IPC-1","IPC-2",0.75925748208334,0.834483911612047,0.545194937797,0.758299605690381,0.76076405831045,0.748085924852983,0.734347653391033,6
"184","IPC-1","IPC-3",0.671730582582678,0.459190464943396,0.820829457463682,0.818476698292602,0.827750951664472,0.83626506667729,0.739040536937354,6
"185","IPC-1","IPC-4",0.617341648878896,NA,NA,NA,NA,0.420502339312624,0.51892199409576,2
"186","IPC-1","MC-1",0.756227216343542,0.615307071541912,NA,0.420663667384232,NA,NA,0.597399318423229,3
"187","IPC-1","MC-2",0.424089398486706,0.47999302775581,NA,0.753087006244605,0.481646535287006,NA,0.534703991943532,4
"188","IPC-1","MC-3",0.478141742426083,0.618433541385227,NA,0.423558010312503,NA,NA,0.506711098041271,3
"189","IPC-1","MC-4",0.43034241295343,0.478813153608293,NA,NA,NA,NA,0.454577783280862,2
"190","IPC-1","MC-5",0.637113847339536,0.384190293829576,NA,NA,NA,NA,0.510652070584556,2
"191","IPC-1","N-1",0.420912894676743,0.650796799791369,0.754706939625437,0.589830796708231,0.433468920186793,0.428354397736109,0.546345124787447,6
"192","IPC-1","N-2",0.48535505108295,0.773174827474077,0.756227216343542,0.42920050258594,0.42901646769316,0.651917109142673,0.587481862387057,6
"193","IPC-1","RG-1",0.49474703485443,0.469108365008776,0.807637489160558,0.849785011518168,0.831973911058673,0.838883579108198,0.715355898451467,6
"194","IPC-1","RG-10",0.480617545967324,0.444096606262252,0.429960636713784,0.741527259570222,0.429960636713784,0.695161404407611,0.536887348272496,6
"195","IPC-1","RG-11",0.483547713386611,0.482358142408278,NA,0.649398743531084,0.821755481784838,NA,0.609265020277703,4
"196","IPC-1","RG-2",0.6584508794232,0.504882766344015,0.852349120800963,0.83662694158345,0.839727887712439,0.841793797358019,0.755638565537014,6
"197","IPC-1","RG-3",0.76573520421801,0.716874383246109,NA,0.846514676867839,0.842393610454877,0.75222279945309,0.784748134847985,5
"198","IPC-1","RG-4",0.423355327386137,0.510494769057596,0.543012643855649,0.429960636713784,0.543392713035175,0.641006550658054,0.515203773451066,6
"199","IPC-1","RG-5",0.599395710130534,0.587485034659703,0.845990155884955,0.851773019984823,0.64899070844225,0.833357404564463,0.727832005611121,6
"200","IPC-1","RG-6",0.75889852939737,0.636046600796059,0.742834061437259,0.752433980840544,0.814185542673984,0.835801384138557,0.756700016547295,6
"201","IPC-1","RG-7",0.753658977295991,0.604778147410169,0.753460917492477,0.828446386122944,0.83949873325929,0.689153629928868,0.744832798584956,6
"202","IPC-1","RG-8",0.462205625382343,0.71222763668469,0.754154826996702,0.843913887172981,0.832942037509756,0.848264734800063,0.742284791424422,6
"203","IPC-1","RG-9",0.633101526355512,0.792930787459239,0.851773019984823,0.843614233285907,NA,0.755283040441577,0.775340521505412,5
"204","IPC-1","ULExN",0.531266902841439,0.510987807063442,0.535239427450914,0.425889960459797,NA,0.538433609455451,0.508363541454209,5
"205","IPC-2","IPC-3",0.752869278264895,0.758949839454922,0.843153748813928,0.535999565809965,0.426183960631289,0.424932084985085,0.623681412993347,6
"206","IPC-2","IPC-4",0.678141060345842,NA,NA,NA,NA,0.423686049112373,0.550913554729107,2
"207","IPC-2","MC-1",0.649078689707427,0.423987915964462,NA,0.419903533256388,NA,NA,0.497656712976093,3
"208","IPC-2","MC-2",0.482788488987503,0.421952577837469,NA,0.418680204204847,0.425220134602618,NA,0.437160351408109,4
"209","IPC-2","MC-3",0.482788488987503,0.424275965581994,NA,0.422797876184659,NA,NA,0.443287443584719,3
"210","IPC-2","MC-4",0.427976039847912,0.42920050258594,NA,NA,NA,NA,0.428588271216926,2
"211","IPC-2","MC-5",0.552392053385595,0.557172271458938,NA,NA,NA,NA,0.554782162422267,2
"212","IPC-2","N-1",0.823204319454545,0.834221611355979,0.820656202365491,0.852533158343875,0.844869846533651,0.840583665152584,0.836011467201021,6
"213","IPC-2","N-2",0.762352472829197,0.826230674946367,0.81936920986529,0.843258904972005,0.84109786767977,0.852153089164349,0.824077036576163,6
"214","IPC-2","RG-1",0.842771933472484,0.838554557357326,0.718754203063573,0.854053435061979,0.75811556814747,0.647544436036505,0.776632355523223,6
"215","IPC-2","RG-10",0.827304432422447,0.82574928672589,0.83497358039472,0.842011795113432,0.649000871079901,0.847142992271081,0.804363826334579,6
"216","IPC-2","RG-11",0.664583820675666,0.830017710269702,NA,0.625923495634873,0.591903186055071,NA,0.678107053158828,4
"217","IPC-2","RG-2",0.828460126378565,0.822757982562514,0.842029414734187,0.753539462210613,0.805612413653742,0.818635268154051,0.811839111282279,6
"218","IPC-2","RG-3",0.840321221108036,0.838554557357326,NA,0.850068705723807,0.805324363245672,0.701080866968852,0.807069942880738,5
"219","IPC-2","RG-4",0.797813524874878,0.830040442344508,0.815340411088839,0.844019043331057,0.739165218767679,0.847040357016297,0.812236499570543,6
"220","IPC-2","RG-5",0.586579224065989,0.816599014870851,0.625962467775248,0.849884668180895,0.773288611433723,0.649530879471135,0.71697414429964,6
"221","IPC-2","RG-6",0.756742021799244,0.42920050258594,0.741533593908177,0.847504596441011,0.590198871794055,0.648620801900375,0.6689667314048,6
"222","IPC-2","RG-7",0.832419899461065,0.830040442344508,0.813061341433748,0.843236172897199,0.834534477643035,0.830028658885801,0.830553498777559,6
